ticker,date,news_sentiment,news_impact_score,news_sentiment_std,news_staleness,article_count,financial_health_score,valuation_score,financial_age_months,per,pbr,roe,revenue_growth,debt_ratio,altman_z
035420,2017-01-01,0.7402,5.0,0.0,0.1951,1.0,8.5,3.33,13.0,47.09344804557182,10.727395534694873,0.22778955417140165,0.17860505449293754,0.9324790842365211,8.478751961058572
035420,2017-01-02,0.0038,5.0,0.0158,0.1045,7.0,8.5,3.33,13.0,47.214807272593006,10.755039898912614,0.22778955417140165,0.17860505449293754,0.9324790842365211,8.496539618509598
035420,2017-01-03,0.0553,5.0,0.5215,0.1694,7.0,8.5,3.33,13.0,46.607100943284415,10.61661074509227,0.22778955417140165,0.17860505449293754,0.9324790842365211,8.407467923823587
035420,2017-01-04,0.0542,5.0,0.1631,0.1581,8.0,8.5,3.33,13.0,49.220268499118134,11.211863017610805,0.22778955417140165,0.17860505449293754,0.9324790842365211,8.790480657887796
035420,2017-01-05,0.2965,7.0,0.453,0.1726,10.0,8.5,3.33,13.0,48.06553545401153,10.948826892078987,0.22778955417140165,0.17860505449293754,0.9324790842365211,8.621231097241289
035420,2017-01-06,0.051,4.0,0.0885,0.2076,4.0,8.5,3.33,13.0,48.55157915823139,11.059542570771045,0.22778955417140165,0.17860505449293754,0.9324790842365211,8.692470665332646
035420,2017-01-07,0.4862,5.0,0.4865,0.2503,4.0,8.5,3.33,13.0,48.55157915823139,11.059542570771045,0.22778955417140165,0.17860505449293754,0.9324790842365211,8.692470665332646
035420,2017-01-08,,,,,0.0,8.5,3.33,13.0,48.55157915823139,11.059542570771045,0.22778955417140165,0.17860505449293754,0.9324790842365211,8.692470665332646
035420,2017-01-09,0.354,7.0,0.4637,0.1903,11.0,8.5,3.33,13.0,47.33646989768175,10.782753374040901,0.22778955417140165,0.17860505449293754,0.9324790842365211,8.51437174510425
035420,2017-01-10,0.3283,6.0,0.4744,0.1716,6.0,8.5,3.33,13.0,48.12651846558968,10.962718185098403,0.22778955417140165,0.17860505449293754,0.9324790842365211,8.630169395110428
035420,2017-01-11,-0.1729,6.0,0.4896,0.0842,7.0,8.5,3.33,13.0,48.36954031769961,11.018076024444431,0.22778955417140165,0.17860505449293754,0.9324790842365211,8.665789179156107
035420,2017-01-12,0.7562,6.0,0.3073,0.1621,4.0,8.5,3.33,13.0,48.73392139683072,11.101078228008204,0.22778955417140165,0.17860505449293754,0.9324790842365211,8.719196620652811
035420,2017-01-13,0.0927,4.0,0.1604,0.1092,4.0,8.5,3.33,13.0,48.00485584050094,10.935004709970116,0.22778955417140165,0.17860505449293754,0.9324790842365211,8.612337268515775
035420,2017-01-14,,,,,0.0,8.5,3.33,13.0,48.00485584050094,10.935004709970116,0.22778955417140165,0.17860505449293754,0.9324790842365211,8.612337268515775
035420,2017-01-15,0.4999,4.0,0.4999,0.1476,2.0,8.5,3.33,13.0,48.00485584050094,10.935004709970116,0.22778955417140165,0.17860505449293754,0.9324790842365211,8.612337268515775
035420,2017-01-16,-0.0,5.0,0.0,0.2252,6.0,8.5,3.33,13.0,48.24787769261087,10.990362549316146,0.22778955417140165,0.17860505449293754,0.9324790842365211,8.647957052561454
035420,2017-01-17,-0.2788,5.0,0.4465,0.1273,3.0,8.5,3.33,13.0,48.308557306121465,11.004184731425017,0.22778955417140165,0.17860505449293754,0.9324790842365211,8.656850881286966
