ticker,date,news_sentiment,news_impact_score,news_sentiment_std,news_staleness,article_count,financial_health_score,valuation_score,financial_age_months,per,pbr,roe,revenue_growth,debt_ratio,altman_z
005930,2017-01-01,-0.0114,7.0,0.7955,0.1967,15.0,9.25,6.0,13.0,11.193186720356362,1.1914664528361347,0.10644568723840618,-0.026926982483782103,0.35250633719834557,3.584655041783487
005930,2017-01-02,-0.0429,7.0,0.7561,0.2288,28.0,9.25,6.0,13.0,11.211821326439086,1.1934500262870273,0.10644568723840618,-0.026926982483782103,0.35250633719834557,3.588031276321551
005930,2017-01-03,0.2882,8.0,0.7452,0.2662,27.0,9.25,6.0,13.0,11.32984049829634,1.2060126581426802,0.10644568723840618,-0.026926982483782103,0.35250633719834557,3.609414095062624
005930,2017-01-04,-0.0341,7.0,0.6066,0.2346,33.0,9.25,6.0,13.0,11.23045593252181,1.19543359973792,0.10644568723840618,-0.026926982483782103,0.35250633719834557,3.5914075108596157
005930,2017-01-05,-0.0617,7.0,0.714,0.2095,31.0,9.25,6.0,13.0,11.044109871694568,1.1755978652289942,0.10644568723840618,-0.026926982483782103,0.35250633719834557,3.557645165478974
005930,2017-01-06,0.3374,8.0,0.773,0.2461,78.0,9.25,6.0,13.0,11.242879003243626,1.196755982038515,0.10644568723840618,-0.026926982483782103,0.35250633719834557,3.5936583338849917
005930,2017-01-07,0.8249,7.0,0.3693,0.2523,6.0,9.25,6.0,13.0,11.242879003243626,1.196755982038515,0.10644568723840618,-0.026926982483782103,0.35250633719834557,3.5936583338849917
005930,2017-01-08,-0.2998,8.0,0.7056,0.2024,20.0,9.25,6.0,13.0,11.242879003243626,1.196755982038515,0.10644568723840618,-0.026926982483782103,0.35250633719834557,3.5936583338849917
005930,2017-01-09,-0.1259,7.0,0.7684,0.3122,94.0,9.25,6.0,13.0,11.559667306649938,1.2304767307036886,0.10644568723840618,-0.026926982483782103,0.35250633719834557,3.6510543210320816
005930,2017-01-10,0.0727,7.0,0.7986,0.1066,27.0,9.25,6.0,13.0,11.565878842010846,1.2311379218539862,0.10644568723840618,-0.026926982483782103,0.35250633719834557,3.6521797325447696
005930,2017-01-11,-0.1173,7.0,0.8738,0.2337,74.0,9.25,6.0,13.0,11.888878680778067,1.2655198616694574,0.10644568723840618,-0.026926982483782103,0.35250633719834557,3.7107011312045484
005930,2017-01-12,-0.8652,10.0,0.4472,0.3924,200.0,9.25,6.0,13.0,12.050378600161677,1.282710831577193,0.10644568723840618,-0.026926982483782103,0.35250633719834557,3.7399618305344373
