Code,DelistingDate,ListingDate,ListingDateSource,Market,Name,SecuGroup,SnapshotDate,Source,IsDelisted
006165,2000-12-12,1990-02-21,FDR_DELISTING,KOSPI,신화건설(1우),주권,2026-09-06,KRX-DELISTING,True
006200,,1979-11-30,FDR_DESC,KOSPI,한국전자홀딩스,주권,2026-09-06,KOSPI-DESC,False
006210,2009-07-15,1977-06-29,FDR_DELISTING,KOSPI,휴리프,주권,2026-09-06,KRX-DELISTING,True
006220,,1972-12-28,FDR_DESC,KOSPI,제주은행,주권,2026-09-06,KOSPI-DESC,False
006240,1998-12-24,1988-10-05,FDR_DELISTING,KOSPI,진도물산,주권,2026-09-06,KRX-DELISTING,True
006250,2005-07-18,1988-09-29,FDR_DELISTING,KOSPI,극동전선,주권,2026-09-06,KRX-DELISTING,True
006260,,1977-06-30,FDR_DESC,KOSPI,LS,주권,2026-09-06,KOSPI-DESC,False
006270,1995-03-23,1974-07-31,FDR_DELISTING,KOSPI,금성통신,주권,2026-09-06,KRX-DELISTING,True
006275,1995-03-23,1988-07-18,FDR_DELISTING,KOSPI,금성통신우,주권,2026-09-06,KRX-DELISTING,True
006280,,1989-08-01,FDR_DESC,KOSPI,녹십자,주권,2026-09-06,KOSPI-DESC,False
006290,2002-04-23,1987-09-10,FDR_DELISTING,KOSPI,인천정유,주권,2026-09-06,KRX-DELISTING,True
006295,2002-04-23,1990-10-13,FDR_DELISTING,KOSPI,인천정유(1우),주권,2026-09-06,KRX-DELISTING,True
006300,2000-07-07,1996-07-01,FDR_DELISTING,KOSDAQ,대전신금,주권,2026-09-06,KRX-DELISTING,True
006301,1999-06-29,1999-04-23,FDR_DELISTING,KOSDAQ,대전상호신용금고1신,주권,2026-09-06,KRX-DELISTING,True
006302,1999-06-29,1999-06-28,FDR_DELISTING,KOSDAQ,대전신금2신,주권,2026-09-06,KRX-DELISTING,True
006320,1999-02-25,1972-03-30,FDR_DELISTING,KOSPI,경기은행,주권,2026-09-06,KRX-DELISTING,True
006340,,1988-05-04,FDR_DESC,KOSPI,대원전선,주권,2026-09-06,KOSPI-DESC,False
006345,,2014-06-17,FDR_FIRST_TRADE,KOSPI,대원전선우,주권,2026-09-06,KOSPI-DESC,False
006347,2007-06-20,1997-06-28,FDR_DELISTING,KOSPI,대원전선(2우B),주권,2026-09-06,KRX-DELISTING,True
006350,2013-07-18,1972-03-22,FDR_DELISTING,KOSPI,전북은행,주권,2026-09-06,KRX-DELISTING,True
006360,,1981-08-03,FDR_DESC,KOSPI,GS건설,주권,2026-09-06,KOSPI-DESC,False
006370,,1988-10-10,FDR_DESC,KOSPI,대구백화점,주권,2026-09-06,KOSPI-DESC,False
006375,2014-07-15,1995-01-21,FDR_DELISTING,KOSPI,대구백화우,주권,2026-09-06,KRX-DELISTING,True
006380,,1974-05-28,FDR_DESC,KOSPI,카프로,주권,2026-09-06,KOSPI-DESC,False
006390,2025-11-21,1975-12-26,FDR_DELISTING,KOSPI,한일현대시멘트,주권,2026-09-06,KRX-DELISTING,True
006400,,1979-02-27,FDR_DESC,KOSPI,삼성SDI,주권,2026-09-06,KOSPI-DESC,False
006405,,2014-06-17,FDR_FIRST_TRADE,KOSPI,삼성SDI우,주권,2026-09-06,KOSPI-DESC,False
006440,2013-04-16,1993-01-30,FDR_DELISTING,KOSPI,한일건설,주권,2026-09-06,KRX-DELISTING,True
006445,2006-01-02,2003-12-09,FDR_DELISTING,KOSPI,한일건설(1우B),주권,2026-09-06,KRX-DELISTING,True
006490,,1985-01-17,FDR_DESC,KOSPI,프리티,주권,2026-09-06,KOSPI-DESC,False
006510,1996-11-28,1981-12-19,FDR_DELISTING,KOSPI,인    켈,주권,2026-09-06,KRX-DELISTING,True
006515,1996-11-28,1989-09-28,FDR_DELISTING,KOSPI,인    켈(1우),주권,2026-09-06,KRX-DELISTING,True
006520,1998-08-10,1996-07-01,FDR_DELISTING,KOSDAQ,형진건설,주권,2026-09-06,KRX-DELISTING,True
006540,1999-07-26,1996-07-01,FDR_DELISTING,KOSDAQ,한국상호신용금고,주권,2026-09-06,KRX-DELISTING,True
006570,,1975-11-20,FDR_DESC,KOSPI,대림통상,주권,2026-09-06,KOSPI-DESC,False
006580,2024-06-21,1993-12-29,FDR_DELISTING,KOSDAQ,대양제지,주권,2026-09-06,KRX-DELISTING,True
006590,1999-09-30,1972-03-20,FDR_DELISTING,KOSPI,강원은행,주권,2026-09-06,KRX-DELISTING,True
006600,2006-11-22,1987-08-01,FDR_DELISTING,KOSPI,동신제약,주권,2026-09-06,KRX-DELISTING,True
006605,2006-11-22,1990-03-31,FDR_DELISTING,KOSPI,동신제약(1우),주권,2026-09-06,KRX-DELISTING,True
006610,2003-04-16,1972-06-15,FDR_DELISTING,KOSPI,경남은행,주권,2026-09-06,KRX-DELISTING,True
006620,,2018-02-13,FDR_DESC,KOSDAQ,동구바이오제약,주권,2026-09-06,KOSDAQ-DESC,False
006650,,1999-08-11,FDR_DESC,KOSPI,대한유화,주권,2026-09-06,KOSPI-DESC,False
006660,,1987-11-28,FDR_DESC,KOSPI,삼성공조,주권,2026-09-06,KOSPI-DESC,False
006740,,1996-07-03,FDR_DESC,KOSPI,블루산업개발,주권,2026-09-06,KOSPI-DESC,False
006750,2005-04-14,1989-11-09,FDR_DELISTING,KOSPI,센추리,주권,2026-09-06,KRX-DELISTING,True
006790,1998-10-16,1990-01-18,FDR_DELISTING,KOSPI,대상교역,주권,2026-09-06,KRX-DELISTING,True
006800,,1975-09-30,FDR_DESC,KOSPI,미래에셋증권,주권,2026-09-06,KOSPI-DESC,False
006805,,2014-06-17,FDR_FIRST_TRADE,KOSPI,미래에셋증권우,주권,2026-09-06,KOSPI-DESC,False
00680K,,2018-03-14,FDR_FIRST_TRADE,KOSPI,미래에셋증권2우B,주권,2026-09-06,KOSPI-DESC,False
006840,,1999-08-11,FDR_DESC,KOSPI,AK홀딩스,주권,2026-09-06,KOSPI-DESC,False
006860,1998-08-10,1996-07-01,FDR_DELISTING,KOSDAQ,혜성테푸공업,주권,2026-09-06,KRX-DELISTING,True
006880,,2013-11-21,FDR_DESC,KOSPI,신송홀딩스,주권,2026-09-06,KOSPI-DESC,False
006890,,2003-01-28,FDR_DESC,KOSPI,태경케미컬,주권,2026-09-06,KOSPI-DESC,False
006891,1997-12-29,1997-06-05,FDR_DELISTING,KOSDAQ,태경화학1신,주권,2026-09-06,KRX-DELISTING,True
006892,1997-12-29,1997-10-21,FDR_DELISTING,KOSDAQ,태경화학2신,주권,2026-09-06,KRX-DELISTING,True
006893,1997-12-29,1997-11-18,FDR_DELISTING,KOSDAQ,태경화학3신,주권,2026-09-06,KRX-DELISTING,True
0068Y0,,2025-11-21,FDR_DESC,KOSDAQ,비엔케이제3호스팩,주권,2026-09-06,KOSDAQ-DESC,False
006900,1995-07-18,1991-02-12,FDR_DELISTING,KOSPI,요업개발,주권,2026-09-06,KRX-DELISTING,True
006910,,1994-09-07,FDR_DESC,KOSDAQ,보성파워텍,주권,2026-09-06,KOSDAQ-DESC,False
006911,1999-09-29,1999-09-13,FDR_DELISTING,KOSDAQ,보성파워텍1신,주권,2026-09-06,KRX-DELISTING,True
006920,,1989-01-05,FDR_DESC,KOSDAQ,모헨즈,주권,2026-09-06,KOSDAQ-DESC,False
006921,1998-12-29,1998-06-01,FDR_DELISTING,KOSDAQ,모헨즈1신,주권,2026-09-06,KRX-DELISTING,True
006980,,1988-10-10,FDR_DESC,KOSPI,우성,주권,2026-09-06,KOSPI-DESC,False
007000,1999-01-16,1990-03-05,FDR_DELISTING,KOSPI,한주전자,주권,2026-09-06,KRX-DELISTING,True
007020,1999-05-15,1996-07-01,FDR_DELISTING,KOSDAQ,캡스,주권,2026-09-06,KRX-DELISTING,True
007021,1996-12-29,1996-07-01,FDR_DELISTING,KOSDAQ,한국보안공사1신,주권,2026-09-06,KRX-DELISTING,True
007022,1996-12-29,1996-10-26,FDR_DELISTING,KOSDAQ,한국보안공사2신,주권,2026-09-06,KRX-DELISTING,True
007050,2009-04-15,1975-12-27,FDR_DELISTING,KOSPI,유리이에스,주권,2026-09-06,KRX-DELISTING,True
007070,,2011-12-23,FDR_DESC,KOSPI,GS리테일,주권,2026-09-06,KOSPI-DESC,False
007090,2000-05-29,1996-07-01,FDR_DELISTING,KOSDAQ,대동신금,주권,2026-09-06,KRX-DELISTING,True
007091,2000-05-29,2000-02-11,FDR_DELISTING,KOSDAQ,대동신금1,주권,2026-09-06,KRX-DELISTING,True
007100,2000-05-27,1978-06-30,FDR_DELISTING,KOSPI,호남식품,주권,2026-09-06,KRX-DELISTING,True
007110,,1986-03-04,FDR_DESC,KOSPI,일신석재,주권,2026-09-06,KOSPI-DESC,False
007120,,1999-11-26,FDR_DESC,KOSPI,미래아이앤지,주권,2026-09-06,KOSPI-DESC,False
007121,1997-02-28,1996-07-01,FDR_DELISTING,KOSDAQ,국제전자공업1신,주권,2026-09-06,KRX-DELISTING,True
007140,1998-08-10,1996-07-01,FDR_DELISTING,KOSDAQ,강남화성,주권,2026-09-06,KRX-DELISTING,True
007150,2012-09-11,2000-07-25,FDR_DELISTING,KOSDAQ,동양텔레콤,주권,2026-09-06,KRX-DELISTING,True
007160,,1989-07-25,FDR_DESC,KOSPI,사조산업,주권,2026-09-06,KOSPI-DESC,False
007170,1999-07-16,1989-12-18,FDR_DELISTING,KOSPI,기아차판매,주권,2026-09-06,KRX-DELISTING,True
007190,2017-03-15,1974-06-24,FDR_DELISTING,KOSPI,한솔아트원제지,주권,2026-09-06,KRX-DELISTING,True
007195,2014-07-15,1988-08-20,FDR_DELISTING,KOSPI,한솔아트원제지우,주권,2026-09-06,KRX-DELISTING,True
007197,2017-03-15,2009-07-06,FDR_DELISTING,KOSPI,한솔아트원제지2우B,주권,2026-09-06,KRX-DELISTING,True
0071M0,,2025-09-30,FDR_DESC,KOSDAQ,삼성스팩11호,주권,2026-09-06,KOSDAQ-DESC,False
007200,2012-10-17,1985-04-09,FDR_DELISTING,KOSPI,진흥저축은행,주권,2026-09-06,KRX-DELISTING,True
007210,,1972-01-04,FDR_DESC,KOSPI,벽산,주권,2026-09-06,KOSPI-DESC,False
007230,1995-09-28,1977-05-27,FDR_DELISTING,KOSPI,금성기전,주권,2026-09-06,KRX-DELISTING,True
007240,1999-05-21,1974-03-30,FDR_DELISTING,KOSPI,충북은행,주권,2026-09-06,KRX-DELISTING,True
007260,1999-07-26,1996-07-01,FDR_DELISTING,KOSDAQ,동화상호신용금고,주권,2026-09-06,KRX-DELISTING,True
007280,,1989-11-13,FDR_DESC,KOSPI,한국특강,주권,2026-09-06,KOSPI-DESC,False
0072Z0,,2025-09-30,FDR_DESC,KOSDAQ,KB제33호스팩,주권,2026-09-06,KOSDAQ-DESC,False
007310,,1994-08-12,FDR_DESC,KOSPI,오뚜기,주권,2026-09-06,KOSPI-DESC,False
007330,,1993-12-07,FDR_DESC,KOSDAQ,푸른저축은행,주권,2026-09-06,KOSDAQ-DESC,False
007340,,1988-09-24,FDR_DESC,KOSPI,DN오토모티브,주권,2026-09-06,KOSPI-DESC,False
007360,2002-12-13,1972-06-05,FDR_DELISTING,KOSPI,하나은행,주권,2026-09-06,KRX-DELISTING,True
007365,2000-08-01,2000-01-06,FDR_DELISTING,KOSPI,하나은행(1우B),주권,2026-09-06,KRX-DELISTING,True
007367,2002-12-13,2000-01-06,FDR_DELISTING,KOSPI,하나은행(2우B),주권,2026-09-06,KRX-DELISTING,True
007369,2002-12-13,2000-01-06,FDR_DELISTING,KOSPI,하나은행(3우B),주권,2026-09-06,KRX-DELISTING,True
00736A,2002-12-13,2000-01-06,FDR_DELISTING,KOSPI,하나은행(4우B),주권,2026-09-06,KRX-DELISTING,True
00736B,2002-12-13,2000-01-06,FDR_DELISTING,KOSPI,하나은행(5우B),주권,2026-09-06,KRX-DELISTING,True
00736C,2000-08-01,2000-01-06,FDR_DELISTING,KOSPI,하나은행(6우B),주권,2026-09-06,KRX-DELISTING,True
00736D,2002-12-13,2000-01-06,FDR_DELISTING,KOSPI,하나은행(7우B),주권,2026-09-06,KRX-DELISTING,True
00736E,2002-12-13,2000-01-06,FDR_DELISTING,KOSPI,하나은행(8우B),주권,2026-09-06,KRX-DELISTING,True
007370,,2000-07-27,FDR_DESC,KOSDAQ,진양제약,주권,2026-09-06,KOSDAQ-DESC,False
007380,1999-03-22,1990-07-18,FDR_DELISTING,KOSPI,고합물산,주권,2026-09-06,KRX-DELISTING,True
007390,,1992-11-30,FDR_DESC,KOSDAQ,네이처셀,주권,2026-09-06,KOSDAQ-DESC,False
007391,1999-12-29,1999-12-10,FDR_DELISTING,KOSDAQ,동보중공업1,주권,2026-09-06,KRX-DELISTING,True
007410,2002-04-13,1984-01-21,FDR_DELISTING,KOSPI,대우전자,주권,2026-09-06,KRX-DELISTING,True
007420,2001-10-13,1990-02-24,FDR_DELISTING,KOSPI,해동금고,주권,2026-09-06,KRX-DELISTING,True
007460,,1995-07-08,FDR_DESC,KOSPI,에이프로젠,주권,2026-09-06,KOSPI-DESC,False
007480,2013-01-28,1991-08-30,FDR_DELISTING,KOSPI,대한은박지,주권,2026-09-06,KRX-DELISTING,True
007490,2010-05-13,1976-12-28,FDR_DELISTING,KOSPI,태창기업,주권,2026-09-06,KRX-DELISTING,True
007530,,1994-08-05,FDR_DESC,KOSDAQ,와이엠,주권,2026-09-06,KOSDAQ-DESC,False
007531,1998-12-29,1998-07-10,FDR_DELISTING,KOSDAQ,영신금속1,주권,2026-09-06,KRX-DELISTING,True
007540,,1976-06-29,FDR_DESC,KOSPI,샘표,주권,2026-09-06,KOSPI-DESC,False
007560,1996-08-10,1996-07-01,FDR_DELISTING,KOSDAQ,한국코인,주권,2026-09-06,KRX-DELISTING,True
007570,,1974-08-28,FDR_DESC,KOSPI,일양약품,주권,2026-09-06,KOSPI-DESC,False
007575,,2014-06-17,FDR_FIRST_TRADE,KOSPI,일양약품우,주권,2026-09-06,KOSPI-DESC,False
007590,,1977-06-29,FDR_DESC,KOSPI,동방아그로,주권,2026-09-06,KOSPI-DESC,False
007595,2013-12-12,1995-03-21,FDR_DELISTING,KOSPI,동방아그우,주권,2026-09-06,KRX-DELISTING,True
007610,,1989-11-30,FDR_DESC,KOSPI,선도전기,주권,2026-09-06,KOSPI-DESC,False
007630,2022-02-22,1988-10-24,FDR_DELISTING,KOSPI,폴루스바이오팜,주권,2026-09-06,KRX-DELISTING,True
007640,2009-02-03,1992-08-01,FDR_DELISTING,KOSDAQ,HK저축은행,주권,2026-09-06,KRX-DELISTING,True
007641,2000-06-29,2000-02-21,FDR_DELISTING,KOSDAQ,한솔신금1,주권,2026-09-06,KRX-DELISTING,True
007660,,2003-10-07,FDR_DESC,KOSPI,이수페타시스,주권,2026-09-06,KOSPI-DESC,False
007680,,2017-12-01,FDR_DESC,KOSDAQ,대원,주권,2026-09-06,KOSDAQ-DESC,False
007690,,1989-08-05,FDR_DESC,KOSPI,국도화학,주권,2026-09-06,KOSPI-DESC,False
007700,,1984-10-04,FDR_DESC,KOSPI,F&F홀딩스,주권,2026-09-06,KOSPI-DESC,False
007720,,1994-01-06,FDR_DESC,KOSDAQ,소노스퀘어,주권,2026-09-06,KOSDAQ-DESC,False
007721,2001-01-02,2000-07-11,FDR_DELISTING,KOSDAQ,국제종건1,주권,2026-09-06,KRX-DELISTING,True
007770,,1992-09-07,FDR_DESC,KOSDAQ,한일화학,주권,2026-09-06,KOSDAQ-DESC,False
007790,1997-11-12,1988-12-24,FDR_DELISTING,KOSPI,금하방직,주권,2026-09-06,KRX-DELISTING,True
007800,2012-07-25,1996-11-19,FDR_DELISTING,KOSPI,솔로몬저축은행,주권,2026-09-06,KRX-DELISTING,True
007801,1996-11-19,1996-08-27,FDR_DELISTING,KOSDAQ,동양상호신용금고1신,주권,2026-09-06,KRX-DELISTING,True
007810,,1985-09-09,FDR_DESC,KOSPI,코리아써키트,주권,2026-09-06,KOSPI-DESC,False
007815,,2014-06-17,FDR_FIRST_TRADE,KOSPI,코리아써우,주권,2026-09-06,KOSPI-DESC,False
00781K,,2014-06-17,FDR_FIRST_TRADE,KOSPI,코리아써키트2우B,주권,2026-09-06,KOSPI-DESC,False
007820,,2011-11-08,FDR_DESC,KOSDAQ,엠엑스로보틱스,주권,2026-09-06,KOSDAQ-DESC,False
007830,2004-12-31,1993-12-01,FDR_DELISTING,KOSDAQ,부산저축은행,주권,2026-09-06,KRX-DELISTING,True
007840,2000-04-28,1996-07-01,FDR_DELISTING,KOSDAQ,한국협화화학공업,주권,2026-09-06,KRX-DELISTING,True
007850,1996-11-12,1996-07-01,FDR_DELISTING,KOSDAQ,한국화이바,주권,2026-09-06,KRX-DELISTING,True
007860,,1989-09-09,FDR_DESC,KOSPI,서연,주권,2026-09-06,KOSPI-DESC,False
007910,2005-02-24,1996-12-24,FDR_DELISTING,KOSPI,세원화성,주권,2026-09-06,KRX-DELISTING,True
007930,2000-06-07,1996-07-01,FDR_DELISTING,KOSDAQ,대신석유,주권,2026-09-06,KRX-DELISTING,True
007980,,1994-12-27,FDR_DESC,KOSPI,TP,주권,2026-09-06,KOSPI-DESC,False
007990,1997-12-06,1996-07-01,FDR_DELISTING,KOSDAQ,신중앙상호신용금고,주권,2026-09-06,KRX-DELISTING,True
008000,2018-03-20,1977-06-30,FDR_DELISTING,KOSPI,도레이케미칼,주권,2026-09-06,KRX-DELISTING,True
008010,1998-12-11,1996-07-01,FDR_DELISTING,KOSDAQ,삼협개발,주권,2026-09-06,KRX-DELISTING,True
008020,2016-05-19,1994-08-12,FDR_DELISTING,KOSPI,경남에너지,주권,2026-09-06,KRX-DELISTING,True
008030,2005-06-02,2000-04-04,FDR_DELISTING,KOSDAQ,아이텍스필,주권,2026-09-06,KRX-DELISTING,True
008040,,1989-06-24,FDR_DESC,KOSPI,사조동아원,주권,2026-09-06,KOSPI-DESC,False
008050,1999-03-11,1996-07-01,FDR_DELISTING,KOSDAQ,경북상호신용금고,주권,2026-09-06,KRX-DELISTING,True
008051,1997-06-28,1997-03-31,FDR_DELISTING,KOSDAQ,경북상호신용금고1신,주권,2026-09-06,KRX-DELISTING,True
008060,,1989-01-26,FDR_DESC,KOSPI,대덕,주권,2026-09-06,KOSPI-DESC,False
00806K,,2018-12-19,FDR_FIRST_TRADE,KOSPI,대덕1우,주권,2026-09-06,KOSPI-DESC,False
008080,2013-09-25,1987-12-21,FDR_DELISTING,KOSPI,에스와이코퍼레이션,주권,2026-09-06,KRX-DELISTING,True
008100,1999-10-02,1988-09-10,FDR_DELISTING,KOSPI,거성산업,주권,2026-09-06,KRX-DELISTING,True
008105,1999-10-02,1989-05-22,FDR_DELISTING,KOSPI,거성산업(1우),주권,2026-09-06,KRX-DELISTING,True
008110,2026-03-30,1990-06-05,FDR_DELISTING,KOSPI,대동전자,주권,2026-09-06,KRX-DELISTING,True
008120,2005-04-28,1988-10-13,FDR_DELISTING,KOSPI,모토조이,주권,2026-09-06,KRX-DELISTING,True
008160,1997-12-06,1996-07-01,FDR_DELISTING,KOSDAQ,보람상호신용금고,주권,2026-09-06,KRX-DELISTING,True
008170,1997-12-06,1996-07-01,FDR_DELISTING,KOSDAQ,서은상호신용금고,주권,2026-09-06,KRX-DELISTING,True
008190,1999-10-27,1989-08-30,FDR_DELISTING,KOSPI,신호전자,주권,2026-09-06,KRX-DELISTING,True
008250,,1988-10-21,FDR_DESC,KOSPI,이건산업,주권,2026-09-06,KOSPI-DESC,False
008260,,1975-06-28,FDR_DESC,KOSPI,NI스틸,주권,2026-09-06,KOSPI-DESC,False
008270,2005-06-16,1995-03-17,FDR_DELISTING,KOSPI,산은캐피탈,주권,2026-09-06,KRX-DELISTING,True
008290,,1997-07-18,FDR_DESC,KOSDAQ,원풍물산,주권,2026-09-06,KOSDAQ-DESC,False
0082N0,,2026-03-16,FDR_DESC,KOSDAQ,카나프테라퓨틱스,주권,2026-09-06,KOSDAQ-DESC,False
008320,2010-03-11,1989-09-29,FDR_DELISTING,KOSPI,한국기술산업,주권,2026-09-06,KRX-DELISTING,True
008330,1997-01-01,1996-07-01,FDR_DELISTING,KOSDAQ,동미전기공업,주권,2026-09-06,KRX-DELISTING,True
008340,2010-04-13,1992-12-29,FDR_DELISTING,KOSDAQ,코레스,주권,2026-09-06,KRX-DELISTING,True
008350,,1978-05-22,FDR_DESC,KOSPI,남선알미늄,주권,2026-09-06,KOSPI-DESC,False
008355,,2014-06-17,FDR_FIRST_TRADE,KOSPI,남선알미우,주권,2026-09-06,KOSPI-DESC,False
008370,,1992-12-18,FDR_DESC,KOSDAQ,원풍,주권,2026-09-06,KOSDAQ-DESC,False
008371,1999-12-29,1999-11-03,FDR_DELISTING,KOSDAQ,원풍1,주권,2026-09-06,KRX-DELISTING,True
008400,2009-05-13,1987-11-18,FDR_DELISTING,KOSPI,C&중공업,주권,2026-09-06,KRX-DELISTING,True
008405,2009-05-13,1988-05-04,FDR_DELISTING,KOSPI,C&중공업우,주권,2026-09-06,KRX-DELISTING,True
008410,1997-12-06,1996-07-01,FDR_DELISTING,KOSDAQ,동방상호신용금고,주권,2026-09-06,KRX-DELISTING,True
008420,,1994-11-05,FDR_DESC,KOSPI,문배철강,주권,2026-09-06,KOSPI-DESC,False
008430,1997-01-01,1996-07-01,FDR_DELISTING,KOSDAQ,성보섬유(장외),주권,2026-09-06,KRX-DELISTING,True
008440,2002-04-23,1988-06-20,FDR_DELISTING,KOSPI,아이넥스,주권,2026-09-06,KRX-DELISTING,True
008470,,2011-02-23,FDR_DESC,KOSDAQ,부스타,주권,2026-09-06,KOSDAQ-DESC,False
008480,2002-04-19,1987-07-24,FDR_DELISTING,KOSPI,KEP전자,주권,2026-09-06,KRX-DELISTING,True
008485,2002-04-19,2001-05-23,FDR_DELISTING,KOSPI,KEP전자(1우B),주권,2026-09-06,KRX-DELISTING,True
008490,,1990-03-27,FDR_DESC,KOSPI,서흥,주권,2026-09-06,KOSPI-DESC,False
008500,2026-06-30,1994-08-12,FDR_DELISTING,KOSPI,일정실업,주권,2026-09-06,KRX-DELISTING,True
008530,2002-02-20,1976-04-26,FDR_DELISTING,KOSPI,일은증권,주권,2026-09-06,KRX-DELISTING,True
008540,2012-06-08,1990-01-16,FDR_DELISTING,KOSPI,케이비물산,주권,2026-09-06,KRX-DELISTING,True
008560,2023-04-25,1992-01-15,FDR_DELISTING,KOSPI,메리츠증권,주권,2026-09-06,KRX-DELISTING,True
008580,1999-02-12,1996-07-01,FDR_DELISTING,KOSDAQ,대성전기,주권,2026-09-06,KRX-DELISTING,True
008581,1996-12-29,1996-07-01,FDR_DELISTING,KOSDAQ,대성전기1신,주권,2026-09-06,KRX-DELISTING,True
008600,,1989-07-28,FDR_DESC,KOSPI,윌비스,주권,2026-09-06,KOSPI-DESC,False
008640,2001-01-20,1989-12-22,FDR_DELISTING,KOSPI,우성건설,주권,2026-09-06,KRX-DELISTING,True
008650,1996-04-23,1989-12-01,FDR_DELISTING,KOSPI,신한전자,주권,2026-09-06,KRX-DELISTING,True
008670,2005-01-05,1986-12-19,FDR_DELISTING,KOSPI,굿모닝신한증권,주권,2026-09-06,KRX-DELISTING,True
008675,2005-01-05,1989-07-21,FDR_DELISTING,KOSPI,굿모닝신한증권(1우),주권,2026-09-06,KRX-DELISTING,True
008680,1997-01-01,1996-07-01,FDR_DELISTING,KOSDAQ,남신,주권,2026-09-06,KRX-DELISTING,True
008690,2001-02-07,1976-11-28,FDR_DELISTING,KOSPI,한양,주권,2026-09-06,KRX-DELISTING,True
008700,,1984-08-11,FDR_DESC,KOSPI,아남전자,주권,2026-09-06,KOSPI-DESC,False
008705,2015-07-15,1989-07-24,FDR_DELISTING,KOSPI,아남전자우,주권,2026-09-06,KRX-DELISTING,True
008720,2014-12-30,1976-06-26,FDR_DELISTING,KOSPI,삼양엔텍,주권,2026-09-06,KRX-DELISTING,True
008725,1987-09-10,1976-06-26,FDR_DELISTING,KOSPI,삼양중기우,주권,2026-09-06,KRX-DELISTING,True
008730,,1988-08-30,FDR_DESC,KOSPI,율촌화학,주권,2026-09-06,KOSPI-DESC,False
008750,2003-12-27,1977-06-30,FDR_DELISTING,KOSPI,범양식품,주권,2026-09-06,KRX-DELISTING,True
008770,,1991-03-12,FDR_DESC,KOSPI,호텔신라,주권,2026-09-06,KOSPI-DESC,False
008775,,2014-06-17,FDR_FIRST_TRADE,KOSPI,호텔신라우,주권,2026-09-06,KOSPI-DESC,False
008780,2003-11-08,1993-01-06,FDR_DELISTING,KOSDAQ,i 인프라,주권,2026-09-06,KRX-DELISTING,True
008800,2021-06-07,1993-09-03,FDR_DELISTING,KOSDAQ,행남사,주권,2026-09-06,KRX-DELISTING,True
008810,1999-11-01,1973-10-25,FDR_DELISTING,KOSPI,LG종금,주권,2026-09-06,KRX-DELISTING,True
008830,,1991-05-17,FDR_DESC,KOSDAQ,대동기어,주권,2026-09-06,KOSDAQ-DESC,False
008860,1998-12-11,1996-07-01,FDR_DELISTING,KOSDAQ,한영전자,주권,2026-09-06,KRX-DELISTING,True
008870,,1990-06-08,FDR_DESC,KOSPI,금비,주권,2026-09-06,KOSPI-DESC,False
008890,1999-01-26,1974-07-15,FDR_DELISTING,KOSPI,보람은행,주권,2026-09-06,KRX-DELISTING,True
008895,1999-01-26,1989-12-22,FDR_DELISTING,KOSPI,보람은행(1우),주권,2026-09-06,KRX-DELISTING,True
0088D0,,2025-12-15,FDR_DESC,KOSDAQ,메리츠제1호스팩,주권,2026-09-06,KOSDAQ-DESC,False
0088M0,,2026-03-26,FDR_DESC,KOSDAQ,메쥬,주권,2026-09-06,KOSDAQ-DESC,False
008900,2016-05-17,1984-09-19,FDR_DELISTING,KOSPI,티이씨앤코,주권,2026-09-06,KRX-DELISTING,True
008920,2000-01-28,1996-07-01,FDR_DELISTING,KOSDAQ,삼천전기,주권,2026-09-06,KRX-DELISTING,True
008921,1996-12-29,1996-07-11,FDR_DELISTING,KOSDAQ,삼천전기1신,주권,2026-09-06,KRX-DELISTING,True
008930,,1988-06-20,FDR_DESC,KOSPI,한미사이언스,주권,2026-09-06,KOSPI-DESC,False
008950,1997-04-01,1989-12-01,FDR_DELISTING,KOSPI,동부화학,주권,2026-09-06,KRX-DELISTING,True
008960,1998-08-10,1996-07-01,FDR_DELISTING,KOSDAQ,경북콘크리트,주권,2026-09-06,KRX-DELISTING,True
008970,,1977-03-05,FDR_DESC,KOSPI,KBI동양철관,주권,2026-09-06,KOSPI-DESC,False
008975,2014-07-15,1994-11-22,FDR_DELISTING,KOSPI,동양철관우,주권,2026-09-06,KRX-DELISTING,True
008980,2001-12-20,1975-06-30,FDR_DELISTING,KOSPI,동양현대종금,주권,2026-09-06,KRX-DELISTING,True
008985,2001-12-20,1989-12-20,FDR_DELISTING,KOSPI,동양현대종금(1우),주권,2026-09-06,KRX-DELISTING,True
008990,2001-02-10,1974-09-09,FDR_DELISTING,KOSPI,중앙종금,주권,2026-09-06,KRX-DELISTING,True
009010,2013-05-01,1993-12-29,FDR_DELISTING,KOSDAQ,에듀언스,주권,2026-09-06,KRX-DELISTING,True
009011,1996-12-29,1996-09-20,FDR_DELISTING,KOSDAQ,세화1신,주권,2026-09-06,KRX-DELISTING,True
009030,1999-11-20,1974-06-10,FDR_DELISTING,KOSPI,대한종금,주권,2026-09-06,KRX-DELISTING,True
009035,1999-11-20,1989-12-22,FDR_DELISTING,KOSPI,대한종금(1우),주권,2026-09-06,KRX-DELISTING,True
009037,1999-11-20,1998-04-29,FDR_DELISTING,KOSPI,대한종금(2우B),주권,2026-09-06,KRX-DELISTING,True
009050,2001-03-30,1987-09-25,FDR_DELISTING,KOSPI,대한알미늄,주권,2026-09-06,KRX-DELISTING,True
