Code,DelistingDate,ListingDate,ListingDateSource,Market,Name,SecuGroup,SnapshotDate,Source,IsDelisted
053080,,2020-09-24,FDR_DESC,KOSDAQ,케이엔솔,주권,2026-09-06,KOSDAQ-DESC,False
053110,2022-09-07,2001-10-09,FDR_DELISTING,KOSDAQ,소리바다,주권,2026-09-06,KRX-DELISTING,True
053160,,2001-10-30,FDR_DESC,KOSDAQ,프리엠스,주권,2026-09-06,KOSDAQ-DESC,False
053170,2009-04-30,2002-01-10,FDR_DELISTING,KOSDAQ,코스모스피엘씨,주권,2026-09-06,KRX-DELISTING,True
053200,2004-04-03,2001-12-26,FDR_DELISTING,KOSDAQ,디이시스,주권,2026-09-06,KRX-DELISTING,True
053210,,2011-06-03,FDR_DESC,KOSPI,스카이라이프,주권,2026-09-06,KOSPI-DESC,False
053250,2005-04-02,2001-07-20,FDR_DELISTING,KOSDAQ,엔에스아이,주권,2026-09-06,KRX-DELISTING,True
053260,,2002-01-04,FDR_DESC,KOSDAQ,금강철강,주권,2026-09-06,KOSDAQ-DESC,False
053270,,2002-02-07,FDR_DESC,KOSDAQ,구영테크,주권,2026-09-06,KOSDAQ-DESC,False
053280,,2008-05-07,FDR_DESC,KOSDAQ,예스24,주권,2026-09-06,KOSDAQ-DESC,False
053290,,2002-12-10,FDR_DESC,KOSDAQ,NE능률,주권,2026-09-06,KOSDAQ-DESC,False
053300,,2014-02-04,FDR_DESC,KOSDAQ,한국정보인증,주권,2026-09-06,KOSDAQ-DESC,False
053320,2014-02-07,2002-01-04,FDR_DELISTING,KOSDAQ,테라리소스,주권,2026-09-06,KRX-DELISTING,True
053330,2015-04-23,2001-11-01,FDR_DELISTING,KOSDAQ,영진코퍼레이션,주권,2026-09-06,KRX-DELISTING,True
053350,,2001-11-15,FDR_DESC,KOSDAQ,이니텍,주권,2026-09-06,KOSDAQ-DESC,False
053440,2010-04-21,2001-08-21,FDR_DELISTING,KOSDAQ,성우몰드,주권,2026-09-06,KRX-DELISTING,True
053450,,2001-08-09,FDR_DESC,KOSDAQ,세코닉스,주권,2026-09-06,KOSDAQ-DESC,False
053470,2010-05-08,2001-07-31,FDR_DELISTING,KOSDAQ,오페스,주권,2026-09-06,KRX-DELISTING,True
053580,,2019-01-25,FDR_DESC,KOSDAQ,웹케시,주권,2026-09-06,KOSDAQ-DESC,False
053590,2024-10-07,2001-08-23,FDR_DELISTING,KOSDAQ,한국테크놀로지,주권,2026-09-06,KRX-DELISTING,True
053595,2015-07-13,2003-06-04,FDR_DELISTING,KOSDAQ,한국테크놀로지우,주권,2026-09-06,KRX-DELISTING,True
053610,,2001-08-17,FDR_DESC,KOSDAQ,프로텍,주권,2026-09-06,KOSDAQ-DESC,False
053620,,2001-08-07,FDR_DESC,KOSDAQ,태양,주권,2026-09-06,KOSDAQ-DESC,False
053660,2022-04-26,2002-02-15,FDR_DELISTING,KOSDAQ,현진소재,주권,2026-09-06,KRX-DELISTING,True
053690,,2009-06-23,FDR_DESC,KOSPI,한미글로벌,주권,2026-09-06,KOSPI-DESC,False
053700,,2001-11-06,FDR_DESC,KOSDAQ,삼보모터스,주권,2026-09-06,KOSDAQ-DESC,False
053740,2015-02-10,2003-03-21,FDR_DELISTING,KOSDAQ,국제엘렉트릭,주권,2026-09-06,KRX-DELISTING,True
053800,,2001-09-13,FDR_DESC,KOSDAQ,안랩,주권,2026-09-06,KOSDAQ-DESC,False
053810,2016-09-19,2002-07-19,FDR_DELISTING,KOSDAQ,아이팩토리,주권,2026-09-06,KRX-DELISTING,True
053870,2015-10-15,2001-12-13,FDR_DELISTING,KOSDAQ,GT&T,주권,2026-09-06,KRX-DELISTING,True
053890,2009-04-11,2002-05-07,FDR_DELISTING,KOSDAQ,미디어코프,주권,2026-09-06,KRX-DELISTING,True
053950,,2001-11-06,FDR_DESC,KOSDAQ,경남제약,주권,2026-09-06,KOSDAQ-DESC,False
053960,2003-04-15,2001-11-13,FDR_DELISTING,KOSDAQ,어플라이드,주권,2026-09-06,KRX-DELISTING,True
053980,,2002-04-09,FDR_DESC,KOSDAQ,오상자이엘,주권,2026-09-06,KOSDAQ-DESC,False
054010,2011-10-06,2001-10-23,FDR_DELISTING,KOSDAQ,선팩테크,주권,2026-09-06,KRX-DELISTING,True
054020,2010-04-03,2002-05-07,FDR_DELISTING,KOSDAQ,GK파워,주권,2026-09-06,KRX-DELISTING,True
054040,,2002-01-15,FDR_DESC,KOSDAQ,한국컴퓨터,주권,2026-09-06,KOSDAQ-DESC,False
054050,,2002-04-02,FDR_DESC,KOSDAQ,NH농우바이오,주권,2026-09-06,KOSDAQ-DESC,False
054080,2005-03-30,2001-10-09,FDR_DELISTING,KOSDAQ,우주통신,주권,2026-09-06,KRX-DELISTING,True
054090,,2004-02-06,FDR_DESC,KOSDAQ,삼진엘앤디,주권,2026-09-06,KOSDAQ-DESC,False
054120,2011-12-15,2002-06-18,FDR_DELISTING,KOSDAQ,더체인지,주권,2026-09-06,KRX-DELISTING,True
054150,2011-04-29,2001-11-08,FDR_DELISTING,KOSDAQ,뉴젠아이씨티,주권,2026-09-06,KRX-DELISTING,True
054170,2011-04-29,2001-10-11,FDR_DELISTING,KOSDAQ,엔빅스,주권,2026-09-06,KRX-DELISTING,True
054180,,2001-10-16,FDR_DESC,KOSDAQ,메디콕스,주권,2026-09-06,KOSDAQ-DESC,False
054210,,2002-05-09,FDR_DESC,KOSDAQ,이랜텍,주권,2026-09-06,KOSDAQ-DESC,False
054220,,2001-12-26,FDR_DESC,KOSDAQ,비츠로시스,주권,2026-09-06,KOSDAQ-DESC,False
054250,2007-04-11,2001-12-20,FDR_DELISTING,KOSDAQ,예일바이오텍,주권,2026-09-06,KRX-DELISTING,True
054300,,2002-01-10,FDR_DESC,KOSDAQ,팬스타엔터프라이즈,주권,2026-09-06,KOSDAQ-DESC,False
054340,2020-05-21,2002-01-10,FDR_DELISTING,KOSDAQ,피앤텔,주권,2026-09-06,KRX-DELISTING,True
054370,2005-04-12,2001-11-20,FDR_DELISTING,KOSDAQ,업필,주권,2026-09-06,KRX-DELISTING,True
054410,,2002-04-25,FDR_DESC,KOSDAQ,케이피티유,주권,2026-09-06,KOSDAQ-DESC,False
054440,2007-04-13,2001-11-22,FDR_DELISTING,KOSDAQ,엠텍반도체,주권,2026-09-06,KRX-DELISTING,True
054450,,2004-12-10,FDR_DESC,KOSDAQ,텔레칩스,주권,2026-09-06,KOSDAQ-DESC,False
054530,2004-04-03,2001-08-28,FDR_DELISTING,KOSDAQ,신한SIT,주권,2026-09-06,KRX-DELISTING,True
054540,,2001-11-15,FDR_DESC,KOSDAQ,삼영엠텍,주권,2026-09-06,KOSDAQ-DESC,False
054620,,2001-12-04,FDR_DESC,KOSDAQ,APS,주권,2026-09-06,KOSDAQ-DESC,False
054630,2025-12-30,2001-11-13,FDR_DELISTING,KOSDAQ,에이디칩스,주권,2026-09-06,KRX-DELISTING,True
054650,2009-09-04,2002-01-10,FDR_DELISTING,KOSDAQ,뉴젠비아이티,주권,2026-09-06,KRX-DELISTING,True
054670,,2002-02-26,FDR_DESC,KOSDAQ,대한뉴팜,주권,2026-09-06,KOSDAQ-DESC,False
054780,,2003-11-14,FDR_DESC,KOSDAQ,키이스트,주권,2026-09-06,KOSDAQ-DESC,False
054790,2007-04-24,2001-12-06,FDR_DELISTING,KOSDAQ,제이엠피,주권,2026-09-06,KRX-DELISTING,True
054800,,2001-09-27,FDR_DESC,KOSDAQ,아이디스홀딩스,주권,2026-09-06,KOSDAQ-DESC,False
054920,,2001-11-01,FDR_DESC,KOSDAQ,한컴위드,주권,2026-09-06,KOSDAQ-DESC,False
054930,,2002-01-15,FDR_DESC,KOSDAQ,유신,주권,2026-09-06,KOSDAQ-DESC,False
054940,,2001-12-13,FDR_DESC,KOSDAQ,엑사이엔씨,주권,2026-09-06,KOSDAQ-DESC,False
054950,,2006-06-07,FDR_DESC,KOSDAQ,제이브이엠,주권,2026-09-06,KOSDAQ-DESC,False
055000,2004-04-03,2001-12-18,FDR_DELISTING,KOSDAQ,동서정보기술,주권,2026-09-06,KRX-DELISTING,True
055250,2010-10-01,2001-12-06,FDR_DELISTING,KOSDAQ,다휘,주권,2026-09-06,KRX-DELISTING,True
055490,,2017-10-31,FDR_DESC,KOSPI,테이팩스,주권,2026-09-06,KOSPI-DESC,False
055550,,2001-09-10,FDR_DESC,KOSPI,신한지주,주권,2026-09-06,KOSPI-DESC,False
055810,2005-08-13,2003-11-07,FDR_DELISTING,KOSDAQ,KTC텔레콤,주권,2026-09-06,KRX-DELISTING,True
055970,2008-05-03,2003-08-01,FDR_DELISTING,KOSDAQ,에너윈,주권,2026-09-06,KRX-DELISTING,True
056000,2023-03-30,2003-07-11,FDR_DELISTING,KOSDAQ,코원플레이,주권,2026-09-06,KRX-DELISTING,True
056010,2012-04-13,2002-08-13,FDR_DELISTING,KOSDAQ,아이스테이션,주권,2026-09-06,KRX-DELISTING,True
056020,2009-04-29,2003-07-04,FDR_DELISTING,KOSDAQ,쿨투,주권,2026-09-06,KRX-DELISTING,True
056060,2006-04-08,2002-01-15,FDR_DELISTING,KOSDAQ,세니콘,주권,2026-09-06,KRX-DELISTING,True
056080,,2001-11-13,FDR_DESC,KOSDAQ,유진로봇,주권,2026-09-06,KOSDAQ-DESC,False
056090,,2015-11-12,FDR_DESC,KOSDAQ,시지메드텍,주권,2026-09-06,KOSDAQ-DESC,False
056140,2004-03-30,2001-12-20,FDR_DELISTING,KOSDAQ,리더컴,주권,2026-09-06,KRX-DELISTING,True
056200,2011-03-22,2002-01-29,FDR_DELISTING,KOSDAQ,엠넷미디어,주권,2026-09-06,KRX-DELISTING,True
056340,2014-05-21,2002-11-08,FDR_DELISTING,KOSDAQ,CU전자,주권,2026-09-06,KRX-DELISTING,True
056360,,2001-12-04,FDR_DESC,KOSDAQ,코위버,주권,2026-09-06,KOSDAQ-DESC,False
056500,2005-04-05,2002-06-04,FDR_DELISTING,KOSDAQ,슈마일렉트론,주권,2026-09-06,KRX-DELISTING,True
056700,,2001-12-13,FDR_DESC,KOSDAQ,신화인터텍,주권,2026-09-06,KOSDAQ-DESC,False
056710,2012-04-13,2002-01-10,FDR_DELISTING,KOSDAQ,미리넷,주권,2026-09-06,KRX-DELISTING,True
056730,,2002-01-04,FDR_DESC,KOSDAQ,CNT85,주권,2026-09-06,KOSDAQ-DESC,False
056810,2013-09-10,2002-01-15,FDR_DELISTING,KOSDAQ,위다스,주권,2026-09-06,KRX-DELISTING,True
056850,2010-03-09,2001-12-20,FDR_DELISTING,KOSDAQ,코어비트,주권,2026-09-06,KRX-DELISTING,True
057030,,2004-06-08,FDR_DESC,KOSDAQ,YBM넷,주권,2026-09-06,KOSDAQ-DESC,False
057050,2026-07-20,2010-09-13,FDR_DELISTING,KOSPI,현대홈쇼핑,주권,2026-09-06,KRX-DELISTING,True
057100,2010-05-08,2002-11-15,FDR_DELISTING,KOSDAQ,하이스마텍,주권,2026-09-06,KRX-DELISTING,True
057110,2005-10-22,2002-01-10,FDR_DELISTING,KOSDAQ,아이티센,주권,2026-09-06,KRX-DELISTING,True
057330,2008-04-23,2001-12-20,FDR_DELISTING,KOSDAQ,플래닛82,주권,2026-09-06,KRX-DELISTING,True
057500,2020-12-23,2001-12-26,FDR_DELISTING,KOSDAQ,SKC 솔믹스,주권,2026-09-06,KRX-DELISTING,True
057540,,2007-09-19,FDR_DESC,KOSDAQ,옴니시스템,주권,2026-09-06,KOSDAQ-DESC,False
057680,,2002-06-18,FDR_DESC,KOSDAQ,티사이언티픽,주권,2026-09-06,KOSDAQ-DESC,False
057880,2026-01-22,2003-12-29,FDR_DELISTING,KOSDAQ,푸른소나무,주권,2026-09-06,KRX-DELISTING,True
058110,,2015-12-14,FDR_DESC,KOSDAQ,멕아이씨에스,주권,2026-09-06,KOSDAQ-DESC,False
058220,2024-05-03,2005-08-05,FDR_DELISTING,KOSDAQ,아리온,주권,2026-09-06,KRX-DELISTING,True
058370,2017-05-08,2002-02-19,FDR_DELISTING,KOSDAQ,비엔씨컴퍼니,주권,2026-09-06,KRX-DELISTING,True
058400,,2010-11-03,FDR_DESC,KOSDAQ,KNN,주권,2026-09-06,KOSDAQ-DESC,False
058420,2023-04-14,2002-01-10,FDR_DELISTING,KOSDAQ,제이웨이,주권,2026-09-06,KRX-DELISTING,True
058430,,2002-08-16,FDR_DESC,KOSPI,포스코스틸리온,주권,2026-09-06,KOSPI-DESC,False
058450,,2002-01-17,FDR_DESC,KOSDAQ,한주에이알티,주권,2026-09-06,KOSDAQ-DESC,False
058480,2010-05-08,2002-01-15,FDR_DELISTING,KOSDAQ,해원에스티,주권,2026-09-06,KRX-DELISTING,True
058530,2024-06-25,2002-02-05,FDR_DELISTING,KOSDAQ,파나케이아,주권,2026-09-06,KRX-DELISTING,True
058550,2009-09-15,2002-05-07,FDR_DELISTING,KOSDAQ,네오리소스,주권,2026-09-06,KRX-DELISTING,True
058610,,2002-07-23,FDR_DESC,KOSDAQ,에스피지,주권,2026-09-06,KOSDAQ-DESC,False
058630,,2008-12-19,FDR_DESC,KOSDAQ,엠게임,주권,2026-09-06,KOSDAQ-DESC,False
058650,,2001-07-30,FDR_DESC,KOSPI,세아홀딩스,주권,2026-09-06,KOSPI-DESC,False
058680,2008-04-10,2002-06-11,FDR_DELISTING,KOSDAQ,오브제,주권,2026-09-06,KRX-DELISTING,True
058690,2010-08-26,2003-12-29,FDR_DELISTING,KOSDAQ,퓨쳐인포넷,주권,2026-09-06,KRX-DELISTING,True
058730,,2004-08-02,FDR_DESC,KOSPI,다스코,주권,2026-09-06,KOSPI-DESC,False
058820,,2001-08-31,FDR_DESC,KOSDAQ,CMG제약,주권,2026-09-06,KOSDAQ-DESC,False
058850,,2010-09-16,FDR_DESC,KOSPI,KTcs,주권,2026-09-06,KOSPI-DESC,False
058860,,2010-12-17,FDR_DESC,KOSPI,KTis,주권,2026-09-06,KOSPI-DESC,False
058900,2010-10-12,2004-10-29,FDR_DELISTING,KOSDAQ,투미비티,주권,2026-09-06,KRX-DELISTING,True
058970,,2021-08-13,FDR_DESC,KOSDAQ,엠로,주권,2026-09-06,KOSDAQ-DESC,False
059090,,2002-01-15,FDR_DESC,KOSDAQ,미코,주권,2026-09-06,KOSDAQ-DESC,False
059100,,2008-12-16,FDR_DESC,KOSDAQ,아이컴포넌트,주권,2026-09-06,KOSDAQ-DESC,False
059120,,2014-07-24,FDR_DESC,KOSDAQ,아진엑스텍,주권,2026-09-06,KOSDAQ-DESC,False
059210,,2008-04-15,FDR_DESC,KOSDAQ,메타바이오메드,주권,2026-09-06,KOSDAQ-DESC,False
059270,,2021-04-21,FDR_DESC,KOSDAQ,해성에어로보틱스,주권,2026-09-06,KOSDAQ-DESC,False
059720,2009-05-27,2002-01-17,FDR_DELISTING,KOSDAQ,야호,주권,2026-09-06,KRX-DELISTING,True
060000,2008-10-10,2001-11-09,FDR_DELISTING,KOSPI,국민은행,주권,2026-09-06,KRX-DELISTING,True
060150,,2002-06-14,FDR_DESC,KOSDAQ,인선이엔티,주권,2026-09-06,KOSDAQ-DESC,False
060230,,2002-06-25,FDR_DESC,KOSDAQ,제이케이시냅스,주권,2026-09-06,KOSDAQ-DESC,False
060240,2026-07-24,2002-01-04,FDR_DELISTING,KOSDAQ,스타코링크,주권,2026-09-06,KRX-DELISTING,True
060250,,2002-01-08,FDR_DESC,KOSDAQ,NHN KCP,주권,2026-09-06,KOSDAQ-DESC,False
060260,,2002-02-05,FDR_DESC,KOSDAQ,뉴보텍,주권,2026-09-06,KOSDAQ-DESC,False
060280,,2002-07-03,FDR_DESC,KOSDAQ,큐렉소,주권,2026-09-06,KOSDAQ-DESC,False
060300,2022-11-04,2002-01-10,FDR_DELISTING,KOSDAQ,레드로버,주권,2026-09-06,KRX-DELISTING,True
060310,,2002-04-23,FDR_DESC,KOSDAQ,3S,주권,2026-09-06,KOSDAQ-DESC,False
060370,,2002-02-15,FDR_DESC,KOSDAQ,LS마린솔루션,주권,2026-09-06,KOSDAQ-DESC,False
060380,,2002-02-05,FDR_DESC,KOSDAQ,동양에스텍,주권,2026-09-06,KOSDAQ-DESC,False
060410,2008-08-25,2002-05-07,FDR_DELISTING,KOSDAQ,베스트플로우,주권,2026-09-06,KRX-DELISTING,True
060480,,2014-12-29,FDR_DESC,KOSDAQ,국일신동,주권,2026-09-06,KOSDAQ-DESC,False
060540,,2006-11-28,FDR_DESC,KOSDAQ,에스에이티,주권,2026-09-06,KOSDAQ-DESC,False
060550,2009-04-11,2002-02-28,FDR_DELISTING,KOSDAQ,우수씨엔에스,주권,2026-09-06,KRX-DELISTING,True
060560,,2002-07-11,FDR_DESC,KOSDAQ,HC홈센타,주권,2026-09-06,KOSDAQ-DESC,False
060570,,2003-12-19,FDR_DESC,KOSDAQ,드림어스컴퍼니,주권,2026-09-06,KOSDAQ-DESC,False
060590,,2002-02-21,FDR_DESC,KOSDAQ,씨티씨바이오,주권,2026-09-06,KOSDAQ-DESC,False
060660,2008-05-03,2002-02-21,FDR_DELISTING,KOSDAQ,한도하이테크,주권,2026-09-06,KRX-DELISTING,True
060670,2010-04-13,2003-06-17,FDR_DELISTING,KOSDAQ,유퍼트,주권,2026-09-06,KRX-DELISTING,True
060720,,2002-05-21,FDR_DESC,KOSDAQ,KH바텍,주권,2026-09-06,KOSDAQ-DESC,False
060750,2011-04-16,2002-04-11,FDR_DELISTING,KOSDAQ,제이콤,주권,2026-09-06,KRX-DELISTING,True
060840,2003-04-02,2002-02-07,FDR_DELISTING,KOSDAQ,태영텔스타,주권,2026-09-06,KRX-DELISTING,True
060850,,2020-08-12,FDR_DESC,KOSDAQ,영림원소프트랩,주권,2026-09-06,KOSDAQ-DESC,False
060900,,2002-09-17,FDR_DESC,KOSDAQ,에이전트AI,주권,2026-09-06,KOSDAQ-DESC,False
060910,2017-02-24,2002-12-13,FDR_DELISTING,KOSDAQ,프리젠,주권,2026-09-06,KRX-DELISTING,True
060980,,2010-05-19,FDR_DESC,KOSPI,HL홀딩스,주권,2026-09-06,KOSPI-DESC,False
061040,,2002-05-16,FDR_DESC,KOSDAQ,알에프텍,주권,2026-09-06,KOSDAQ-DESC,False
061050,2012-01-20,2003-01-06,FDR_DELISTING,KOSDAQ,지앤디윈텍,주권,2026-09-06,KRX-DELISTING,True
061090,,2025-11-14,FDR_DESC,KOSDAQ,세나테크놀로지,주권,2026-09-06,KOSDAQ-DESC,False
061140,2011-12-28,2004-10-29,FDR_DELISTING,KOSDAQ,엘앤피아너스,주권,2026-09-06,KRX-DELISTING,True
061250,,2002-04-18,FDR_DESC,KOSDAQ,화일약품,주권,2026-09-06,KOSDAQ-DESC,False
061460,2017-09-29,2002-04-11,FDR_DELISTING,KOSDAQ,한진피앤씨,주권,2026-09-06,KRX-DELISTING,True
061970,,2011-01-31,FDR_DESC,KOSDAQ,LB세미콘,주권,2026-09-06,KOSDAQ-DESC,False
062040,,2024-07-29,FDR_DESC,KOSPI,산일전기,주권,2026-09-06,KOSPI-DESC,False
062730,2009-12-23,2003-05-23,FDR_DELISTING,KOSDAQ,케너텍,주권,2026-09-06,KRX-DELISTING,True
062860,2024-11-14,2006-07-25,FDR_DELISTING,KOSDAQ,티엘아이,주권,2026-09-06,KRX-DELISTING,True
062970,,2019-12-26,FDR_DESC,KOSDAQ,한국첨단소재,주권,2026-09-06,KOSDAQ-DESC,False
063080,,2009-07-30,FDR_DESC,KOSDAQ,컴투스홀딩스,주권,2026-09-06,KOSDAQ-DESC,False
063160,,2001-12-11,FDR_DESC,KOSPI,종근당바이오,주권,2026-09-06,KOSPI-DESC,False
063170,,2008-07-01,FDR_DESC,KOSDAQ,서울옥션,주권,2026-09-06,KOSDAQ-DESC,False
063280,2009-07-08,2006-07-04,FDR_DELISTING,KOSDAQ,사이버패스,주권,2026-09-06,KRX-DELISTING,True
063350,2007-04-25,2003-09-17,FDR_DELISTING,KOSPI,팬택앤큐리텔,주권,2026-09-06,KRX-DELISTING,True
063440,,2002-05-30,FDR_DESC,KOSDAQ,SM Life Design,주권,2026-09-06,KOSDAQ-DESC,False
063510,2006-07-21,2001-12-24,FDR_DELISTING,KOSPI,코오롱인터,주권,2026-09-06,KRX-DELISTING,True
063515,2006-07-21,2001-12-24,FDR_DELISTING,KOSPI,코오롱인터(1우),주권,2026-09-06,KRX-DELISTING,True
063570,,2006-07-14,FDR_DESC,KOSDAQ,NICE인프라,주권,2026-09-06,KOSDAQ-DESC,False
063760,,2017-04-06,FDR_DESC,KOSDAQ,이엘피,주권,2026-09-06,KOSDAQ-DESC,False
064060,2010-04-13,2002-07-30,FDR_DELISTING,KOSDAQ,사이노젠,주권,2026-09-06,KRX-DELISTING,True
064090,,2002-12-17,FDR_DESC,KOSDAQ,인크레더블버즈,주권,2026-09-06,KOSDAQ-DESC,False
064240,,2003-06-11,FDR_DESC,KOSDAQ,홈캐스트,주권,2026-09-06,KOSDAQ-DESC,False
064260,,2004-07-23,FDR_DESC,KOSDAQ,다날,주권,2026-09-06,KOSDAQ-DESC,False
064290,,2011-01-05,FDR_DESC,KOSDAQ,인텍플러스,주권,2026-09-06,KOSDAQ-DESC,False
064350,,2013-10-30,FDR_DESC,KOSPI,현대로템,주권,2026-09-06,KOSPI-DESC,False
064400,,2025-02-05,FDR_DESC,KOSPI,LG씨엔에스,주권,2026-09-06,KOSPI-DESC,False
064420,2013-01-15,2002-06-21,FDR_DELISTING,KOSPI,케이피케미칼,주권,2026-09-06,KRX-DELISTING,True
064480,,2008-06-04,FDR_DESC,KOSDAQ,브리지텍,주권,2026-09-06,KOSDAQ-DESC,False
064510,2023-01-17,2018-03-15,FDR_DELISTING,KOSDAQ,유네코,주권,2026-09-06,KRX-DELISTING,True
064520,,2002-12-04,FDR_DESC,KOSDAQ,테크엘,주권,2026-09-06,KOSDAQ-DESC,False
064550,,2005-12-29,FDR_DESC,KOSDAQ,바이오니아,주권,2026-09-06,KOSDAQ-DESC,False
064720,2008-04-12,2003-07-04,FDR_DELISTING,KOSDAQ,모델라인,주권,2026-09-06,KRX-DELISTING,True
064800,,2002-08-22,FDR_DESC,KOSDAQ,포니링크,주권,2026-09-06,KOSDAQ-DESC,False
064820,,2007-05-29,FDR_DESC,KOSDAQ,케이프,주권,2026-09-06,KOSDAQ-DESC,False
064850,,2020-12-17,FDR_DESC,KOSDAQ,에프앤가이드,주권,2026-09-06,KOSDAQ-DESC,False
064960,,2002-03-11,FDR_DESC,KOSPI,SNT모티브,주권,2026-09-06,KOSPI-DESC,False
065060,,2002-05-28,FDR_DESC,KOSDAQ,지엔코,주권,2026-09-06,KOSDAQ-DESC,False
065130,,2003-01-29,FDR_DESC,KOSDAQ,탑엔지니어링,주권,2026-09-06,KOSDAQ-DESC,False
065150,,2007-07-18,FDR_DESC,KOSDAQ,대산F&B,주권,2026-09-06,KOSDAQ-DESC,False
065160,2019-05-03,2002-07-30,FDR_DELISTING,KOSDAQ,에프티이앤이,주권,2026-09-06,KRX-DELISTING,True
065170,,2002-11-19,FDR_DESC,KOSDAQ,비엘팜텍,주권,2026-09-06,KOSDAQ-DESC,False
065180,2015-05-04,2002-06-18,FDR_DELISTING,KOSDAQ,해피드림,주권,2026-09-06,KRX-DELISTING,True
065270,2016-04-12,2002-10-23,FDR_DELISTING,KOSDAQ,플렉스컴,주권,2026-09-06,KRX-DELISTING,True
065310,2012-05-31,2002-07-19,FDR_DELISTING,KOSDAQ,JH코오스,주권,2026-09-06,KRX-DELISTING,True
065340,2010-04-15,2002-09-26,FDR_DELISTING,KOSDAQ,쓰리디월드,주권,2026-09-06,KRX-DELISTING,True
065350,,2004-08-06,FDR_DESC,KOSDAQ,신성델타테크,주권,2026-09-06,KOSDAQ-DESC,False
065370,,2020-02-10,FDR_DESC,KOSDAQ,위세아이텍,주권,2026-09-06,KOSDAQ-DESC,False
065410,2010-05-05,2002-08-01,FDR_DELISTING,KOSDAQ,지엔텍홀딩스,주권,2026-09-06,KRX-DELISTING,True
065420,,2002-08-22,FDR_DESC,KOSDAQ,에스아이리소스,주권,2026-09-06,KOSDAQ-DESC,False
065440,,2003-01-28,FDR_DESC,KOSDAQ,이루온,주권,2026-09-06,KOSDAQ-DESC,False
065450,,2003-02-05,FDR_DESC,KOSDAQ,빅텍,주권,2026-09-06,KOSDAQ-DESC,False
065500,,2002-09-19,FDR_DESC,KOSDAQ,오리엔트정공,주권,2026-09-06,KOSDAQ-DESC,False
065510,,2003-10-31,FDR_DESC,KOSDAQ,휴비츠,주권,2026-09-06,KOSDAQ-DESC,False
065530,,2002-06-04,FDR_DESC,KOSDAQ,와이어블,주권,2026-09-06,KOSDAQ-DESC,False
065560,2024-07-29,2003-07-01,FDR_DELISTING,KOSDAQ,녹원씨엔아이,주권,2026-09-06,KRX-DELISTING,True
065570,,2003-01-21,FDR_DESC,KOSDAQ,삼영이엔씨,주권,2026-09-06,KOSDAQ-DESC,False
065610,2012-05-01,2002-12-06,FDR_DELISTING,KOSDAQ,폴리플러스,주권,2026-09-06,KRX-DELISTING,True
065620,2021-08-09,2002-06-27,FDR_DELISTING,KOSDAQ,제낙스,주권,2026-09-06,KRX-DELISTING,True
065650,,2003-01-21,FDR_DESC,KOSDAQ,하이퍼코퍼레이션,주권,2026-09-06,KOSDAQ-DESC,False
065660,,2016-02-15,FDR_DESC,KOSDAQ,안트로젠,주권,2026-09-06,KOSDAQ-DESC,False
065680,,2004-01-02,FDR_DESC,KOSDAQ,우주일렉트로,주권,2026-09-06,KOSDAQ-DESC,False
065690,,2002-07-16,FDR_DESC,KOSDAQ,파커스,주권,2026-09-06,KOSDAQ-DESC,False
065710,,2002-07-16,FDR_DESC,KOSDAQ,서호전기,주권,2026-09-06,KOSDAQ-DESC,False
065770,,2004-06-04,FDR_DESC,KOSDAQ,CS,주권,2026-09-06,KOSDAQ-DESC,False
065810,2008-04-17,2003-02-12,FDR_DELISTING,KOSDAQ,UC아이콜스,주권,2026-09-06,KRX-DELISTING,True
065910,2009-04-18,2003-01-10,FDR_DELISTING,KOSDAQ,PW제네틱스,주권,2026-09-06,KRX-DELISTING,True
065940,2020-07-31,2003-01-07,FDR_DELISTING,KOSDAQ,바이오빌,주권,2026-09-06,KRX-DELISTING,True
065950,,2003-07-29,FDR_DESC,KOSDAQ,웰크론,주권,2026-09-06,KOSDAQ-DESC,False
066060,2013-04-12,2002-08-16,FDR_DELISTING,KOSDAQ,휴먼텍코리아,주권,2026-09-06,KRX-DELISTING,True
066110,2022-04-06,2002-07-16,FDR_DELISTING,KOSDAQ,한프,주권,2026-09-06,KRX-DELISTING,True
066130,,2003-02-11,FDR_DESC,KOSDAQ,하츠,주권,2026-09-06,KOSDAQ-DESC,False
066200,2009-04-11,2003-06-11,FDR_DELISTING,KOSDAQ,이노블루,주권,2026-09-06,KRX-DELISTING,True
066270,2017-02-27,2003-11-07,FDR_DELISTING,KOSDAQ,SK컴즈,주권,2026-09-06,KRX-DELISTING,True
066300,2010-06-29,2002-09-25,FDR_DELISTING,KOSDAQ,샤인시스템,주권,2026-09-06,KRX-DELISTING,True
066310,,2006-11-24,FDR_DESC,KOSDAQ,큐에스아이,주권,2026-09-06,KOSDAQ-DESC,False
066330,2008-04-12,2002-05-17,FDR_DELISTING,KOSDAQ,시큐리티KOR,주권,2026-09-06,KRX-DELISTING,True
066340,2011-09-09,2003-02-07,FDR_DELISTING,KOSDAQ,케이에스알,주권,2026-09-06,KRX-DELISTING,True
066350,2015-05-20,2003-01-21,FDR_DELISTING,KOSDAQ,티에스엠텍,주권,2026-09-06,KRX-DELISTING,True
066360,,2017-12-04,FDR_DESC,KOSDAQ,체리부로,주권,2026-09-06,KOSDAQ-DESC,False
