Code,Name,ListingDate,DelistingDate,Source
004360,세방,1977-05-19,,KOSPI-DESC
004370,농심,1976-06-30,,KOSPI-DESC
004380,삼익THK,1989-09-26,,KOSPI-DESC
004410,서울식품,1973-12-28,,KOSPI-DESC
004430,송원산업,1977-06-25,,KOSPI-DESC
004440,삼일씨엔에스,2016-03-30,,KOSPI-DESC
004450,삼화왕관,1976-05-28,,KOSPI-DESC
004490,세방전지,1987-11-28,,KOSPI-DESC
004540,깨끗한나라,1975-06-25,,KOSPI-DESC
004560,현대비앤지스틸,1987-03-24,,KOSPI-DESC
004690,삼천리,1976-12-23,,KOSPI-DESC
004700,조광피혁,1977-05-27,,KOSPI-DESC
004710,한솔테크닉스,1988-07-06,,KOSPI-DESC
004720,팜젠사이언스,1990-06-15,,KOSPI-DESC
004770,써니전자,1987-04-22,,KOSPI-DESC
004800,효성,1973-06-30,,KOSPI-DESC
004830,덕성,1987-09-25,,KOSPI-DESC
004840,DRB동일,1976-05-21,,KOSPI-DESC
004870,티웨이홀딩스,1977-06-30,,KOSPI-DESC
004890,동일산업,2005-06-30,,KOSPI-DESC
004910,조광페인트,1976-12-27,,KOSPI-DESC
004920,씨아이테크,1989-11-30,,KOSPI-DESC
004960,한신공영,1976-07-07,,KOSPI-DESC
004970,신라교역,1976-06-30,,KOSPI-DESC
004980,성신양회,1976-06-30,,KOSPI-DESC
